mag_id	mag_name	edger_trend	hmsc_trend	domain	phylum	class	order	family	genus	species
ERR4836887_bin.54	cmag_379	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ERR4836888_bin.14	cmag_380	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-793	NA
ERR4836888_bin.30	cmag_381	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1880	NA
ERR4836889_bin.13	cmag_382	increaser	increaser	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	Parasutterella sp000980495
ERR4836889_bin.41	cmag_383	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ERR4836889_bin.9	cmag_384	increaser	stable	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	NA
ERR4836908_bin.15	cmag_385	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ERR4836908_bin.3	cmag_386	increaser	increaser	Bacteria	Firmicutes_B	Dehalobacteriia	UBA4068	UBA5755	NA	NA
ERR4836908_bin.35	cmag_387	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	NA
ERR4836908_bin.42	cmag_388	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	NA
ERR4836908_bin.47	cmag_389	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	NA
ERR4836908_bin.48	cmag_390	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UBA7001	NA
ERR4836908_bin.60	cmag_391	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900544265
ERR4836913_bin.14	cmag_392	decreaser	stable	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ERR4836913_bin.18	cmag_393	decreaser	decreaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii
ERR4836913_bin.8	cmag_394	increaser	increaser	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	NA
ERR4836918_bin.11	cmag_395	decreaser	stable	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	Campylobacter_D jejuni
ERR4836918_bin.17	cmag_396	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4836921_bin.30	cmag_397	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	QALS01	NA
ERR4836924_bin.33	cmag_398	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	NA
ERR4836924_bin.7	cmag_399	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4836925_bin.12	cmag_400	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
ERR4836925_bin.17	cmag_401	decreaser	stable	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-877	CAG-877 sp900554305
ERR4836925_bin.9	cmag_402	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-306	NA
ERR4836926_bin.106	cmag_403	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis
ERR4836926_bin.107	cmag_404	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4836926_bin.25	cmag_405	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus massiliensis
ERR4836926_bin.28	cmag_406	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	NA
ERR4836926_bin.3	cmag_407	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	UBA5446 sp900543085
ERR4836926_bin.42	cmag_408	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ERR4836926_bin.49	cmag_409	decreaser	decreaser	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Massiliomicrobiota	Massiliomicrobiota sp002160815
ERR4836926_bin.59	cmag_410	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1448	NA
ERR4836926_bin.71	cmag_411	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	NA
ERR4836926_bin.83	cmag_412	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	NA
ERR4836928_bin.17	cmag_413	decreaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4836928_bin.22	cmag_414	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4836928_bin.27	cmag_415	stable	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides togonis
ERR4836928_bin.7	cmag_416	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900540105
ERR4836928_bin.9	cmag_417	decreaser	decreaser	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	CAG-521 sp900544345
ERR4836929_bin.13	cmag_418	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
ERR4836929_bin.8	cmag_419	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B sp000765215
ERR4836930_bin.26	cmag_420	decreaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp002159975
ERR4836932_bin.6	cmag_421	stable	increaser	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Mailhella sp003150275
ERR4836934_bin.21	cmag_422	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
ERR4836934_bin.35	cmag_423	stable	stable	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter secundus
ERR4836935_bin.21	cmag_424	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
ERR4836935_bin.26	cmag_425	stable	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4836936_bin.13	cmag_426	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	NA
ERR4836936_bin.17	cmag_427	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp900761655
ERR4836937_bin.12	cmag_428	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-822	CAG-822 sp000432855
ERR4836937_bin.2	cmag_429	decreaser	stable	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_E	Olsenella_E sp002305805
ERR4836937_bin.24	cmag_430	increaser	stable	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus_A	NA
ERR4836937_bin.35	cmag_431	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp900761665
ERR4836937_bin.38	cmag_432	decreaser	stable	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_E	NA
ERR4836937_bin.47	cmag_433	stable	stable	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis
ERR4836937_bin.7	cmag_434	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	HGM11575	NA
ERR4836937_bin.9	cmag_435	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	CAG-460 sp900546715
ERR4836938_bin.15	cmag_436	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1795	UMGS1795 sp900553555
ERR4836938_bin.26	cmag_437	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp900538705
ERR4836938_bin.48	cmag_438	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UBA10677	UBA10677 sp900543755
ERR4836939_bin.20	cmag_439	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900546065
ERR4836939_bin.30	cmag_440	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-484	CAG-484 sp000431315
ERR4836939_bin.40	cmag_441	stable	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	HGM13222	NA
ERR4836940_bin.16	cmag_442	decreaser	stable	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	An2-A	NA
ERR4836940_bin.30	cmag_443	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1864	NA
ERR4836940_bin.4	cmag_444	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1880	UMGS1880 sp900761765
ERR4836941_bin.10	cmag_445	increaser	stable	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900546095
ERR4836941_bin.22	cmag_446	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1448	NA
ERR4836941_bin.42	cmag_447	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UMGS1872	UMGS1872 sp900549475
ERR4836942_bin.19	cmag_448	decreaser	stable	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	UMGS268	UMGS268 sp900540175
ERR4836942_bin.46	cmag_449	increaser	stable	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-302	NA
ERR4836942_bin.7	cmag_450	stable	stable	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-594	NA
ERR4836944_bin.18	cmag_451	decreaser	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp900761675
ERR4836946_bin.19	cmag_452	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1826	NA
ERR4836946_bin.32	cmag_453	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor sp002161215
ERR4836947_bin.43	cmag_454	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter inops_A
ERR4836947_bin.46	cmag_455	stable	stable	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	NA
ERR4836947_bin.56	cmag_456	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	UMGS1688	NA
ERR4836948_bin.29	cmag_457	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156	NA	NA
ERR4836948_bin.32	cmag_458	increaser	increaser	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	NA
ERR4836948_bin.4	cmag_459	decreaser	increaser	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-267	CAG-267 sp001917135
ERR4836948_bin.53	cmag_460	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus sp900753685
ERR4836949_bin.12	cmag_461	decreaser	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	NA
ERR4836949_bin.22	cmag_462	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius_A
ERR4836949_bin.36	cmag_463	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor sp002161085
ERR4836950_bin.14	cmag_464	stable	stable	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gallinarum
ERR4836950_bin.18	cmag_465	decreaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA1820	UBA1820	UBA1820 sp002314265
ERR4836950_bin.25	cmag_466	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA7067	NA
ERR4836950_bin.3	cmag_467	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156	NA	NA
ERR4836950_bin.43	cmag_468	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4836951_bin.32	cmag_469	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	NA
ERR4836953_bin.26	cmag_470	stable	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	NA
ERR4836953_bin.28	cmag_471	decreaser	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	CABKMX01	NA
ERR4836954_bin.5	cmag_472	decreaser	decreaser	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
ERR4836956_bin.17	cmag_473	decreaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA11471	UBA11471	UBA11471 sp900542765
ERR4836956_bin.18	cmag_474	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	NA
ERR4836956_bin.24	cmag_475	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UBA7057	UBA7057 sp900543675
ERR4836956_bin.34	cmag_476	decreaser	stable	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
ERR4836957_bin.16	cmag_477	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
ERR4836957_bin.34	cmag_478	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA3818	NA
ERR4836957_bin.5	cmag_479	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	NA
ERR4836957_bin.9	cmag_480	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1839	NA
ERR4836958_bin.14	cmag_481	increaser	increaser	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis sp900551245
ERR4836958_bin.2	cmag_482	decreaser	stable	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-977	CAG-977	NA
ERR4836958_bin.25	cmag_483	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	UBA5446 sp900759385
ERR4836958_bin.29	cmag_484	decreaser	stable	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	CAG-312	CAG-312 sp900545715
ERR4836958_bin.33	cmag_485	stable	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	NA
ERR4836958_bin.38	cmag_486	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-279	CAG-279 sp900544305
ERR4836958_bin.39	cmag_487	decreaser	stable	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	CAG-521 sp002329575
ERR4836959_bin.22	cmag_488	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_Q	Clostridium_Q saccharolyticum_A
ERR4836959_bin.28	cmag_489	increaser	increaser	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella sp900543805
ERR4836959_bin.41	cmag_490	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor	NA
ERR4836959_bin.7	cmag_491	decreaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	NA
ERR4836960_bin.14	cmag_492	stable	increaser	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium gallinarum
ERR4836960_bin.34	cmag_493	increaser	increaser	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus oris
ERR4836960_bin.5	cmag_494	decreaser	decreaser	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	Enterococcus_B hirae
ERR4836961_bin.23	cmag_495	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	NA
ERR4836961_bin.45	cmag_496	stable	increaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_A	NA
ERR4836961_bin.58	cmag_497	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4836961_bin.70	cmag_498	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	NA
ERR4836961_bin.71	cmag_499	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	NA
ERR4836961_bin.78	cmag_500	decreaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
ERR4836962_bin.31	cmag_501	increaser	increaser	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	Duodenibacillus sp900538905
ERR4836962_bin.52	cmag_502	stable	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	CAG-81 sp900541255
ERR4836962_bin.59	cmag_503	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA
ERR4836962_bin.62	cmag_504	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
ERR4836963_bin.73	cmag_505	stable	increaser	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	CAG-495 sp000436375
ERR4836963_bin.78	cmag_506	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-484	NA
ERR4836963_bin.79	cmag_507	decreaser	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	NA
ERR4836964_bin.1	cmag_508	increaser	increaser	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus ingluviei
ERR4836964_bin.18	cmag_509	stable	stable	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
ERR4836964_bin.21	cmag_510	decreaser	stable	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia flexneri
ERR4836964_bin.23	cmag_511	stable	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
ERR4836964_bin.35	cmag_512	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	NA
ERR4836964_bin.45	cmag_513	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	HGM13634	NA
ERR4836964_bin.67	cmag_514	increaser	increaser	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis sp900768515
ERR4836965_bin.64	cmag_515	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ERR4836965_bin.79	cmag_516	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA
ERR4836965_bin.80	cmag_517	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	UMGS1688	UMGS1688 sp900754695
ERR4836965_bin.89	cmag_518	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	NA
ERR4836965_bin.9	cmag_519	increaser	stable	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	Campylobacter_D coli
ERR4836966_bin.112	cmag_520	increaser	stable	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-776	NA
ERR4836966_bin.15	cmag_521	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	NA
ERR4836966_bin.3	cmag_522	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	NA	NA
ERR4836966_bin.38	cmag_523	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	NA
ERR4836966_bin.39	cmag_524	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	Firm-11	Firm-11 sp900553905
ERR4836966_bin.50	cmag_525	stable	stable	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Mucispirillaceae	Mucispirillum	NA
ERR4836966_bin.55	cmag_526	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	NA	NA
ERR4836966_bin.76	cmag_527	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	NA
ERR4836966_bin.8	cmag_528	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	UBA940	NA
ERR4836966_bin.81	cmag_529	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	HGM11575	NA
ERR4836966_bin.83	cmag_530	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
ERR4836966_bin.91	cmag_531	increaser	stable	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	UBA3637	NA	NA
ERR4968556_bin.9	cmag_532	decreaser	decreaser	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	UBA2866	NA
ERR4968559_bin.17	cmag_533	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	UMGS929	UMGS929 sp900546875
ERR4968560_bin.12	cmag_534	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS2068	NA
ERR4968564_bin.11	cmag_535	stable	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp002161765
ERR4968564_bin.18	cmag_536	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156	NA	NA
ERR4968564_bin.7	cmag_537	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
ERR4968565_bin.12	cmag_538	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ERR4968565_bin.23	cmag_539	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156	NA	NA
ERR4968565_bin.3	cmag_540	increaser	increaser	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	CAG-521 sp000437635
ERR4968566_bin.20	cmag_541	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ERR4968567_bin.25	cmag_542	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
ERR4968569_bin.27	cmag_543	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900066445
ERR4968570_bin.16	cmag_544	stable	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4968570_bin.31	cmag_545	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
ERR4968571_bin.10	cmag_546	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1448	NA
ERR4968574_bin.18	cmag_547	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	NA
ERR4968574_bin.31	cmag_548	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	Zag1 sp000437435
ERR4968575_bin.35	cmag_549	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-822	NA
ERR4968576_bin.20	cmag_550	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	NA
ERR4968576_bin.9	cmag_551	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	CAG-180 sp002314305
ERR4968577_bin.3	cmag_552	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-793	NA
ERR4968577_bin.33	cmag_553	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	NA
ERR4968579_bin.26	cmag_554	decreaser	stable	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	NA
ERR4968579_bin.33	cmag_555	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	NA
ERR4968580_bin.12	cmag_556	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4968580_bin.19	cmag_557	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	NA	NA
ERR4968581_bin.26	cmag_558	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis_A
